Group,SubjID,Kind,Item,Explanation,Process,Depends,Just is ,Material,Social,Maker,Visibility,Convention,IDK,SUM,LENGTH
CB,NFB_CB_24,artifactFC,military uniform,"for functionality, or for ceremonial reasons",0,0,0,0,0,0,0,1,0,1,6
CB,NFB_CB_08,artifactFC,military uniform,"because a symbol of who they are, probably some similarity even across the branches of the military",0,0,0,0,0,0,0,1,0,1,17
CB,NFB_CB_04,artifactFC,military uniform,"the way it's made, the way it's supposed to be",1,0,0,0,0,0,0,0,0,1,10
CB,NFB_CB_26,artifactFC,paper,because they're the colors of the tree bark that the paper comes from,0,0,0,1,0,0,0,0,0,1,13
CB,NFB_CB_14,artifactFC,paper,"provides more distinct background, white, dark writing, because allows for contrast between paper and what's writen on it",0,0,0,0,0,0,1,0,0,1,18
CB,NFB_CB_17,artifactFC,paper,"it depends on what they're used for, you want a paper that you can write on and that you can clearly see what you've written, but then you get into the area of color and art and construction paper and things like that, then the paper itself becomes a part of the decorations, so you're going to get different colors more decorative colors",0,1,0,0,1,0,1,0,0,3,63
CB,NFB_CB_12,artifactFC,paper,some people want to write on something different than typically colored paper,0,0,0,0,1,0,0,0,0,1,12
CB,NFB_CB_23,artifactFC,paper,"papers come from trees which are green, but then they like do something to manufacture them and make them cool",1,0,0,1,0,0,0,0,0,2,20
CB,NFB_CB_09,artifactFC,paper,"has to do with purpose of the paper, if it's just used to write on (memo, printing, or a rub the letter) you may have one printing in one color both to a variety,  but if used for construction of decorative purposes you'll maybe have a variety of colors to look more attractive",0,1,0,0,1,0,0,0,0,2,53
CB,NFB_CB_07,artifactFC,paper,makes it easier to write,0,0,0,0,0,0,1,0,0,1,5
CB,NFB_CB_06,artifactFC,paper,because of the way it was made,1,0,0,0,0,0,0,0,0,1,7
CB,NFB_CB_03,artifactFC,paper,to catch the eye,0,0,0,0,0,0,1,0,0,1,4
CB,NFB_CB_22,artifactFC,paper,"depends on manufacturer, what the point of it is",0,1,0,0,0,1,0,0,0,2,9
CB,NFB_CB_02,artifactFC,paper,"because when you write, it's most commonly black, so contrasts paper with letters, so can read better, but can be all sorts of colors because your'e doing maybe doing an art project, so need other colors of paper, depends on the wood/material used to make paper",0,1,0,1,0,0,1,0,0,3,46
CB,NFB_CB_15,artifactFC,paper,people want different colors and designs for different projects,0,1,0,0,1,0,0,0,0,2,9
CB,NFB_CB_16,artifactFC,paper,that's how they're made,1,0,0,0,0,0,0,0,0,1,4
CB,NFB_CB_18,artifactFC,paper,"for variety, you know like different types of colors you can do with it or different variations to make the paper just look different",0,0,0,0,1,0,0,0,0,1,24
CB,NFB_CB_13,artifactFC,paper,that's how they're traditionally designed,1,0,0,0,0,0,0,1,0,2,5
CB,NFB_CB_11,artifactFC,paper,"for decoration, or so that people can decide what color paper they want",0,0,0,0,1,0,0,0,0,1,13
CB,NFB_CB_10,artifactFC,paper,"papers are used for writing, so if they're white they show other colors most clearly, but for art projects and stuff you might want papers in other colors ",0,1,0,0,1,0,1,0,0,3,28
CB,NFB_CB_24,artifactFC,paper,"it depends on what you're using it for, like white paper is used for writing documents, and other colors are used for art, or to draw attention to a particular document by making it a different color",0,1,0,0,0,0,0,0,0,1,37
CB,NFB_CB_08,artifactFC,paper,"a good contrast if you want to write on the paper, good color for the writing to show up on, customizable like if you want to make your own stationary, want to make a fancy silver wedding invitation or something ",0,0,0,0,1,0,1,0,0,2,40
CB,NFB_CB_04,artifactFC,paper,how it's made,1,0,0,0,0,0,0,0,0,1,3
CB,NFB_CB_26,artifactFC,recycling bin,"I'm sure it's because they're supposed to, there are certain colors that represent like the logo or the symbol that distinguishes those bins as recycling bins",0,0,0,0,0,0,0,1,0,1,26
CB,NFB_CB_14,artifactFC,recycling bin,"universal thing, you see it and you know it's recycling, you're trying to make sure that the message comes across, go green",0,0,0,0,0,0,0,1,0,1,22
CB,NFB_CB_17,artifactFC,recycling bin,"you want to get people to recycle, so therefore they need to be the same color so you can associate the color with recycling",0,0,0,0,0,0,0,1,0,1,24
CB,NFB_CB_12,artifactFC,recycling bin,because we use a certain color to separate the recyling bin from the trash can ,0,0,0,0,0,0,0,1,0,1,15
CB,NFB_CB_23,artifactFC,recycling bin,"for visual cues so people will look at it, it'll catch their eye so they'll be like ""oh I should probably recycle that""",0,0,0,0,0,0,1,1,0,2,23
CB,NFB_CB_09,artifactFC,recycling bin,"no need to color them because they're used for specific purpose, not worried how attractive recycling bin is, you're using it probably fairly privately, you're not going to show people around the office and tell them 'this is my bright red recycling bin' unless you're a little eccentricso not like decorations on wall in your room or office, used for just a specific purpose then you're done with it",0,0,0,0,0,0,0,1,0,1,69
CB,NFB_CB_07,artifactFC,recycling bin,so that people know what kind of bin it is,0,0,0,0,0,0,0,1,0,1,10
CB,NFB_CB_06,artifactFC,recycling bin,they're easy to spot,0,0,0,0,0,0,1,0,0,1,4
CB,NFB_CB_03,artifactFC,recycling bin,it looks pretty I don't know,0,0,0,0,1,0,0,0,0,1,6
CB,NFB_CB_22,artifactFC,recycling bin,depends on maunfacturer ,0,1,0,0,0,1,0,0,0,2,3
CB,NFB_CB_02,artifactFC,recycling bin,"in most cases, black because it blends better with the environment, depending on where you put the recycling bin, paint different color, so that it looks beter, depending on what's around it",0,1,0,0,1,0,1,0,0,3,32
CB,NFB_CB_15,artifactFC,recycling bin,"because they are made by different companies, so they may have different colors",0,1,0,0,0,1,0,0,0,2,13
CB,NFB_CB_16,artifactFC,recycling bin,"because of the materials used to make the plastic, what they're made of",0,0,0,1,0,0,0,0,0,1,13
CB,NFB_CB_18,artifactFC,recycling bin,to indicate that putting things in them helps to protect the environment,0,0,0,0,0,0,0,1,0,1,12
CB,NFB_CB_13,artifactFC,recycling bin,so that they can be distinguished and recognized for what they are,0,0,0,0,0,0,1,1,0,2,12
CB,NFB_CB_11,artifactFC,recycling bin,so that people can know to put things in them,0,0,0,0,0,0,0,1,0,1,10
CB,NFB_CB_10,artifactFC,recycling bin,"so that people know what they are, you want them to stick out and be easy to see",0,0,0,0,0,0,1,1,0,2,18
CB,NFB_CB_24,artifactFC,recycling bin,so that you can see them easily and know where to go,0,0,0,0,0,0,1,0,0,1,12
CB,NFB_CB_08,artifactFC,recycling bin,"blue is a guess, but all a same color because needs to be a universal indicator that it's a recycling bin, as opposed to a garbage can",0,0,0,0,0,0,0,1,0,1,27
CB,NFB_CB_04,artifactFC,recycling bin,"to stand out from trash bins (because trash bins are different colors), they stand out from one another",0,0,0,0,0,0,1,0,0,1,18
CB,NFB_CB_26,artifactFC,school bus,"mostly because of how the buses and painted, how they're painted to recognize or to distinguish them as a school bus",1,0,0,0,0,0,1,0,0,2,21
CB,NFB_CB_14,artifactFC,school bus,"symbols for them, but certain school buses differnet color, depending on what they do, regular ones are , short buses are short buses are different",0,1,0,0,0,0,0,1,0,2,25
CB,NFB_CB_17,artifactFC,school bus,tradition,0,0,0,0,0,0,0,1,0,1,1
CB,NFB_CB_12,artifactFC,school bus,because people associate yellow with school buses,0,0,0,0,0,0,0,1,0,1,7
CB,NFB_CB_23,artifactFC,school bus,"so people can see them, and little kids love bright colors so it's like ""oh my gosh I want to go on the yellow bus""",0,0,0,0,1,0,1,0,0,2,25
CB,NFB_CB_09,artifactFC,school bus,"it's giving you a signal if you're driving that this bus is being used for a particular purpose, need to behave around it a certain way for example don't pass it, if you see a green school bus stay behind it but if you're too imatient and it's moving too slowly for you then fing another route, trying to send you message that you need to pay attention",0,0,0,0,0,0,0,1,0,1,68
CB,NFB_CB_07,artifactFC,school bus,uniform purposes,0,0,0,0,0,0,0,1,0,1,2
CB,NFB_CB_06,artifactFC,school bus,because it's easier for people to see,0,0,0,0,0,0,1,0,0,1,7
CB,NFB_CB_03,artifactFC,school bus,to get the attention of children,0,0,0,0,0,0,1,0,0,1,6
CB,NFB_CB_22,artifactFC,school bus,"to make it standard, so people would know it's a school bus, as opposed to a public transport, they sound the same",0,0,0,0,0,0,0,1,0,1,22
CB,NFB_CB_02,artifactFC,school bus,"there's a story about this I can't remember (long time ago), I think now they're yellow because people associate yellow with school buses, since the color is asociated with the function of the object, they just leave it that way",0,0,0,0,0,0,0,1,0,1,40
CB,NFB_CB_15,artifactFC,school bus,because that's most common and it was it was established that way,0,0,0,0,0,0,0,1,0,1,12
CB,NFB_CB_16,artifactFC,school bus,that's how they're made ,1,0,0,0,0,0,0,0,0,1,4
CB,NFB_CB_18,artifactFC,school bus,to make them easy to identify,0,0,0,0,0,0,1,0,0,1,6
CB,NFB_CB_13,artifactFC,school bus,symbolism,0,0,0,0,0,0,0,1,0,1,1
CB,NFB_CB_11,artifactFC,school bus,to attract kids to it,0,0,0,0,1,0,0,0,0,1,5
CB,NFB_CB_10,artifactFC,school bus,association we have as a society that school buses are yellow so most of them are yellow,0,0,0,0,0,0,0,1,0,1,17
CB,NFB_CB_24,artifactFC,school bus,"so that it's easy for kids to see them, and for other traffic to see them",0,0,0,0,0,0,1,0,0,1,16
CB,NFB_CB_08,artifactFC,school bus,"couple reasons, like the lab coat, it's a universal symbol, this is a yellow school bus, someone wouldn't suggest a magenta school bus, we grow up with, something wer'e taught ",0,0,0,0,0,0,0,1,0,1,30
CB,NFB_CB_04,artifactFC,school bus,to stand out/stand alone from other buses,0,0,0,0,0,0,1,0,0,1,7
CB,NFB_CB_26,artifactFC,stop sign,"well the purpose of a stop sign is to get the driver's attention and tell them to stop, and in order to do that you've got to have a color that's consistent across all stop signs so that all drivers of all languages or whatever will understand the same thing and will hopefully do what the stop sign tells them to do",0,0,0,0,0,0,1,1,0,2,62
CB,NFB_CB_14,artifactFC,stop sign,red means stop,0,0,0,0,0,0,0,1,0,1,3
CB,NFB_CB_17,artifactFC,stop sign,"you need to be able to see them quickly, they need to be obvious, and they need to be easily spotted, so that people hopefully obey them",0,0,0,0,0,0,1,0,0,1,27
CB,NFB_CB_12,artifactFC,stop sign,because it's a recognized color that means stop,0,0,0,0,0,0,0,1,0,1,8
CB,NFB_CB_23,artifactFC,stop sign,"because somebody decided that they should be, red means stop",0,0,0,0,0,0,0,1,0,1,10
CB,NFB_CB_09,artifactFC,stop sign,"trying to alert of something you that you need to be aware of, tell you to take a certain action for safety reasons, so then one could be a color that's fairly noticeable",0,0,0,0,0,0,1,0,0,1,33
CB,NFB_CB_07,artifactFC,stop sign,to tet folks know to stop,0,0,0,0,0,0,0,1,0,1,6
CB,NFB_CB_06,artifactFC,stop sign,so that people who are in cars or in general can see them better,0,0,0,0,0,0,1,0,0,1,14
CB,NFB_CB_03,artifactFC,stop sign,to get your attention,0,0,0,0,0,0,1,0,0,1,4
CB,NFB_CB_22,artifactFC,stop sign,"each town would have a standard color, a differnet town ",0,0,0,0,0,0,0,1,0,1,10
CB,NFB_CB_02,artifactFC,stop sign,"because from prehistorical times people have associated red color with alertness and attention, maybe it's mainly because of blood, becausewhen you bled it was really bad, since didn't have knowledge of medicine that we do today, if you bled that meant that you were hurt, chance of survival were not great, red color is innately assoicated with bad or pay attention or danger ahead, in people's brains, not sure if you're born knowing that or society conditions us to see it that way but it's that way, so for stop signs really important for people to stop, so then, if the sign is red, less likely to miss it, probability of them stopping are higher",0,0,0,0,0,0,0,1,0,1,115
CB,NFB_CB_15,artifactFC,stop sign,it's a symbol of stopping,0,0,0,0,0,0,0,1,0,1,5
CB,NFB_CB_16,artifactFC,stop sign,"they dictate traffic so that's the color they use, so it's more visible",0,0,0,0,0,0,1,1,0,2,13
CB,NFB_CB_18,artifactFC,stop sign,"so you know to stop, so that it's very clear to identify that you're supposed to stop the car",0,0,0,0,0,0,0,1,0,1,19
CB,NFB_CB_13,artifactFC,stop sign,red traditionally means stop,0,0,0,0,0,0,0,1,0,1,4
CB,NFB_CB_11,artifactFC,stop sign,so that people know to go or not,0,0,0,0,0,0,0,1,0,1,8
CB,NFB_CB_10,artifactFC,stop sign,"red is very eye catching color, stop signs need to be easy for people to see and read",0,0,0,0,0,0,1,0,0,1,18
CB,NFB_CB_24,artifactFC,stop sign,"because we have associated red with stop, it's a cultural thing",0,0,0,0,0,0,0,1,0,1,11
CB,NFB_CB_08,artifactFC,stop sign,"association and symbolism of color red, danger, be careful, warning, when something flasesehs red, driver trained evenlong before they got a license, I better stop, don’t' go forward",0,0,0,0,0,0,0,1,0,1,28
CB,NFB_CB_04,artifactFC,stop sign,depends on the traffic regulations,0,1,0,0,0,0,0,0,0,1,5
CB,NFB_CB_26,artifactFC,wedding dress,"because that's the color of the fabric they're made from, brides pick the color before they get the dress",0,0,0,1,1,0,0,0,0,2,19
CB,NFB_CB_14,artifactFC,wedding dress,fashion,0,0,0,0,1,0,0,0,0,1,1
CB,NFB_CB_17,artifactFC,wedding dress,"well there's something about tradition, and white being associated with purity and virginity and all that, but beyond that it's just a matter of demand, if you want a baby barf green wedding dress that's your problem",0,0,0,0,1,0,0,1,0,2,37
CB,NFB_CB_12,artifactFC,wedding dress,because people want something interesting to look at when they're standing up there to get married,0,0,0,0,1,0,0,0,0,1,16
CB,NFB_CB_23,artifactFC,wedding dress,"advertising, people like white for weddings",0,0,0,0,1,0,0,0,0,1,6
CB,NFB_CB_09,artifactFC,wedding dress,"it has to do with attractiveness, so that when the bride comes walking down the aisle people can look at her and say oh wow what a wedding dress she has, also has to do with kind of wedding you're going to have, if you look at it as a really solemn occasion (not necessarily sad but solemn, important enough) it might be more of a black color to symbolize that, or a really happy kind of color more of a red really loud statement, has to do withkind of message that you're sending to the people you invited",0,0,0,0,1,0,0,1,0,2,99
CB,NFB_CB_07,artifactFC,wedding dress,visual appeal,0,0,0,0,1,0,0,0,0,1,2
CB,NFB_CB_06,artifactFC,wedding dress,they way the stylist wants them to be made,0,0,0,0,0,1,0,0,0,1,9
CB,NFB_CB_03,artifactFC,wedding dress,well I know that they're white because of this like outdated idea of the virginal bride,0,0,0,0,0,0,0,1,0,1,16
CB,NFB_CB_22,artifactFC,wedding dress,depends on maunfacturer ,0,1,0,0,0,1,0,0,0,2,3
CB,NFB_CB_02,artifactFC,wedding dress,"comes from way back, white was synonymous with purity, and brides were supposed to be pure and virgins, so white symbolized the purity of brides, now not really like that, but again people associated the color with the action so much, so now it's still white",0,0,0,0,0,0,0,1,0,1,46
CB,NFB_CB_15,artifactFC,wedding dress,"different colors for different cultures, and people in different countries symbolize unity and marriage",0,1,0,0,0,0,0,1,0,2,14
CB,NFB_CB_16,artifactFC,wedding dress,because that's what people pick out for colors,0,0,0,0,1,0,0,0,0,1,8
CB,NFB_CB_18,artifactFC,wedding dress,to give them variety for people that like different colors,0,0,0,0,1,0,0,0,0,1,10
CB,NFB_CB_13,artifactFC,wedding dress,because of traditional societal values,0,0,0,0,0,0,0,1,0,1,5
CB,NFB_CB_11,artifactFC,wedding dress,"so when you go to pick out, you can pick whatever color you want",0,0,0,0,1,0,0,0,0,1,14
CB,NFB_CB_10,artifactFC,wedding dress,"white because that's the kind of color our society associates with marriage and purity, but if you don't want it to be white you can do it in any color",0,0,0,0,1,0,0,1,0,2,30
CB,NFB_CB_24,artifactFC,wedding dress,"cultural, patriarchy at work",0,0,0,0,0,0,0,1,0,1,4
CB,NFB_CB_08,artifactFC,wedding dress,"for ages and ages, white has been symbol of purity, so comon thing for people to wear, still common, but more and more people are ok and interested in doing different colors",0,0,0,0,1,0,0,1,0,2,32
CB,NFB_CB_04,artifactFC,wedding dress,"depends on what the person wants, depend's on the person's preference",0,1,0,0,1,0,0,0,0,2,11
CB,NFB_CB_26,artifactNFC,car,"there are so many colors because to some extent the material they're made from, and more so because how they've been painted",1,0,0,1,0,0,0,0,0,2,22
CB,NFB_CB_14,artifactNFC,car,"it's variety, car is something people buy, personalize more, people get something that's more pleasing to them, need cars, but it's still a luxury, get to match personality",0,0,0,0,1,0,0,0,0,1,28
CB,NFB_CB_17,artifactNFC,car,"demand drives supply, that's what people want",0,0,0,0,1,0,0,0,0,1,7
CB,NFB_CB_12,artifactNFC,car,because people like to drive a car that is the color that they think fits them,0,0,0,0,1,0,0,0,0,1,16
CB,NFB_CB_23,artifactNFC,car,because whoever decided to manufacture the cars decided that they should be this color,0,0,0,0,0,1,0,0,0,1,14
CB,NFB_CB_09,artifactNFC,car,"has to do with the paint that's used on them, if manufacturer wanted a variety of colors can use different color paints/different colored paint in order to paint different parts of it, might have something to do with an attractiveness feature",1,0,0,0,1,1,0,0,0,3,41
CB,NFB_CB_07,artifactNFC,car,people like those colors,0,0,0,0,1,0,0,0,0,1,4
CB,NFB_CB_06,artifactNFC,car,the way they were painted,1,0,0,0,0,0,0,0,0,1,5
CB,NFB_CB_03,artifactNFC,car,so people can show their personalities,0,0,0,0,1,0,0,0,0,1,6
CB,NFB_CB_22,artifactNFC,car,depends on maunfacturer ,0,1,0,0,0,1,0,0,0,2,3
CB,NFB_CB_02,artifactNFC,car,so people can choose what color they want,0,0,0,0,1,0,0,0,0,1,8
CB,NFB_CB_15,artifactNFC,car,because people enjoy a variety,0,0,0,0,1,0,0,0,0,1,5
CB,NFB_CB_16,artifactNFC,car,that's how they're manufactured,1,0,0,0,0,0,0,0,0,1,4
CB,NFB_CB_18,artifactNFC,car,"I think just for how people like them to look, you know a car might be red or blue for a design but then people might paint part of it to give it their own favorite color, to add uniqueness to the car",1,0,0,0,1,0,0,0,0,2,43
CB,NFB_CB_13,artifactNFC,car,people like a wide variety of colors when choosing a car,0,0,0,0,1,0,0,0,0,1,11
CB,NFB_CB_11,artifactNFC,car,"for promotional purposes, so that customers want to buy them",0,0,0,0,1,1,0,0,0,2,10
CB,NFB_CB_10,artifactNFC,car,people like different colors of cars,0,0,0,0,1,0,0,0,0,1,6
CB,NFB_CB_24,artifactNFC,car,aesthetics mostly,0,0,0,0,1,0,0,0,0,1,2
CB,NFB_CB_08,artifactNFC,car,"a car is an extension of a person, want to custoize the way they want, association with differnet brands too, like ""red corvet""",0,0,0,0,1,0,0,1,0,2,23
CB,NFB_CB_04,artifactNFC,car,"depends on the paint, the way it's painted",1,1,0,0,0,0,0,0,0,2,8
CB,NFB_CB_26,artifactNFC,cup,"cups are those colors sometimes because of decoration, and also to separate one brand from another",0,0,0,0,1,0,0,1,0,2,16
CB,NFB_CB_14,artifactNFC,cup,"sometimes because they represent something, like sports team, like major function, cups for break cancer, would be pink",0,0,0,0,0,0,0,1,0,1,18
CB,NFB_CB_17,artifactNFC,cup,"people don't want their cups to be the same color, people have different preferences, the demand for different colored cups influences the supply",0,0,0,0,1,0,0,0,0,1,23
CB,NFB_CB_12,artifactNFC,cup,because people like variety,0,0,0,0,1,0,0,0,0,1,4
CB,NFB_CB_23,artifactNFC,cup,"people like to stare at colors, it depends on what they like, advertising",0,0,0,0,1,0,0,0,0,1,13
CB,NFB_CB_09,artifactNFC,cup,to make them more easy to spot if you lose your cup,0,0,0,0,0,0,1,0,0,1,12
CB,NFB_CB_07,artifactNFC,cup,"i don't know, I'd just never thought of it before",0,0,0,0,0,0,0,0,1,1,10
CB,NFB_CB_06,artifactNFC,cup,so you can tell each cup apart,0,0,0,0,0,0,1,0,0,1,7
CB,NFB_CB_03,artifactNFC,cup,because they look pretty,0,0,0,0,1,0,0,0,0,1,4
CB,NFB_CB_22,artifactNFC,cup,depends on maunfacturer ,0,0,0,0,0,1,0,0,0,1,3
CB,NFB_CB_02,artifactNFC,cup,"because people like different colors, some people would choose to buy blue, others red, depending on where you're using them, the color your plates are",0,0,0,0,1,0,0,0,0,1,25
CB,NFB_CB_15,artifactNFC,cup,because people like a variety,0,0,0,0,1,0,0,0,0,1,5
CB,NFB_CB_16,artifactNFC,cup,because that's how companies make them,0,0,0,0,0,1,0,0,0,1,6
CB,NFB_CB_18,artifactNFC,cup,"for variety, to give them different looks, some people like looking at different colors",0,0,0,0,1,0,0,0,0,1,14
CB,NFB_CB_13,artifactNFC,cup,how they were designed,1,0,0,0,0,0,0,0,0,1,4
CB,NFB_CB_11,artifactNFC,cup,they want people to buy them,0,0,0,0,1,0,0,0,0,1,6
CB,NFB_CB_10,artifactNFC,cup,"a lot of cups are made of porceline, porceline is usually like a white color but they can be painted, plastic cups can be any color",0,0,0,1,0,0,0,0,0,1,26
CB,NFB_CB_24,artifactNFC,cup,"because they're something aesthetic for people, and they're fun to express different types of interests, like you can get chemistry cups or science cups or whatever",0,1,0,0,1,0,0,0,0,2,26
CB,NFB_CB_08,artifactNFC,cup,"white is what you associate with delicate teacup, but depends on who you're making the cup for, want to entice kids and paretns, want it to be more colorful, I used to have favorite orange mug, giving consumers those options, so want to make them marketable",0,0,0,0,1,0,0,1,0,2,46
CB,NFB_CB_04,artifactNFC,cup,how it's made,1,0,0,0,0,0,0,0,0,1,3
CB,NFB_CB_26,artifactNFC,fork,"because of the materials they're made from, and whether or not whoever made the forks decided to put decorations on them",0,0,0,1,0,1,0,0,0,2,21
CB,NFB_CB_14,artifactNFC,fork,it's silverwear,0,0,1,0,0,0,0,0,0,1,2
CB,NFB_CB_17,artifactNFC,fork,"Demand drives supply. If people want neon green forks, they're gonna get them",0,0,0,0,1,0,0,0,0,1,13
CB,NFB_CB_12,artifactNFC,fork,differemt forks are made out of different materials so they would have a different color,0,0,0,1,0,0,0,0,0,1,15
CB,NFB_CB_23,artifactNFC,fork,"because they are, people wanted them that way I don’t know",0,0,1,0,1,0,0,0,0,2,11
CB,NFB_CB_09,artifactNFC,fork,"has to do with allowing it to jive, to blend with the texture of the food you're eating with it",0,0,0,0,0,0,1,0,0,1,20
CB,NFB_CB_07,artifactNFC,fork,that's what manufacturer made them to be,0,0,0,0,0,1,0,0,0,1,7
CB,NFB_CB_06,artifactNFC,fork,because that's probably the way that they were painted,1,0,0,0,0,0,0,0,0,1,9
CB,NFB_CB_03,artifactNFC,fork,"I think it depends, like if they're silver it's probably because they're made of silver, so like what they're made of determines the color",0,1,0,1,0,0,0,0,0,2,24
CB,NFB_CB_22,artifactNFC,fork,probably depends on the maunfacturer,0,1,0,0,0,1,0,0,0,2,5
CB,NFB_CB_02,artifactNFC,fork,"depends on the material that is used to make them, e.g., silver forks are silver because they have a silver coating, made of silver, plastic forks, can paint them any color, so people choose bright forks, like red or blue, could also have metal forks, metal forks are going to be different from plastic, like silver, gold",0,1,0,1,0,0,0,0,0,2,57
CB,NFB_CB_15,artifactNFC,fork,because that's how people designed them to be ,0,0,0,0,0,1,0,0,0,1,8
CB,NFB_CB_16,artifactNFC,fork,because that's how they're made,1,0,0,0,0,0,0,0,0,1,5
CB,NFB_CB_18,artifactNFC,fork,to make them easy to identify,0,0,0,0,0,0,1,0,0,1,6
CB,NFB_CB_13,artifactNFC,fork,it goes best with the other settings at the table,0,0,0,0,0,0,1,0,0,1,10
CB,NFB_CB_11,artifactNFC,fork,"that's the way the compnay makes them, the manufacturer",0,0,0,0,0,1,0,0,0,1,9
CB,NFB_CB_10,artifactNFC,fork,"because of the material they're made of, if forks are made of metal they're gonna be a gray type color, if they're made of plastic plastic can be many different colors",0,0,0,1,0,0,0,0,0,1,31
CB,NFB_CB_24,artifactNFC,fork,"because people make all kinds of forks out of all kinds of materials, and some are more for like fancy occasions, like silver and gold plated things like that are for fancy, and picnic forks or forks for birthday parties are more variable in like bright colors the plastic ones you know",0,0,0,1,1,0,0,0,0,2,52
CB,NFB_CB_08,artifactNFC,fork,"neutral color, white is most common, sivler would be fancy set, most are neutral, but could be one bright one like red",0,0,0,0,0,0,0,1,0,1,22
CB,NFB_CB_04,artifactNFC,fork,"if they're specially done, it depends on the occasion",0,1,0,0,0,0,0,0,0,1,9
CB,NFB_CB_26,artifactNFC,laptop,because of the material they're made from and any painting that the company or the store might have done,1,0,0,1,0,1,0,0,0,3,19
CB,NFB_CB_14,artifactNFC,laptop,"just differnet components of the machine, keys, screen need to be different color to easily see, read contrast, the more customizable parts are th outside the edges and stuff when you close, but for usability need more consistency around the screen and keys and such",0,1,0,0,0,0,1,0,0,2,45
CB,NFB_CB_17,artifactNFC,laptop,because people are weird,0,0,0,0,1,0,0,0,0,1,4
CB,NFB_CB_12,artifactNFC,laptop,because people want these colors for their computers,0,0,0,0,1,0,0,0,0,1,8
CB,NFB_CB_23,artifactNFC,laptop,"well again you go back to the manufacturers of the company and advertising and they want them to look all shiny and good so people will be like ""I want one of them""",0,0,0,0,1,1,0,0,0,2,33
CB,NFB_CB_09,artifactNFC,laptop,"has to do with monitor trying to give you a certain signal, that either screen isn't working or something like that, used for business purpose so you're not base it on attractiveness as much, so it's ok for it to be more of a dark color",0,0,0,0,0,0,0,0,1,1,46
CB,NFB_CB_07,artifactNFC,laptop,design,1,0,0,0,0,0,0,0,0,1,1
CB,NFB_CB_06,artifactNFC,laptop,the way they were painted,1,0,0,0,0,0,0,0,0,1,5
CB,NFB_CB_03,artifactNFC,laptop,I don't know they look professional,0,0,0,0,0,0,0,1,0,1,6
CB,NFB_CB_22,artifactNFC,laptop,depends on maunfacturer ,0,1,0,0,0,1,0,0,0,2,3
CB,NFB_CB_02,artifactNFC,laptop,"depends on the material they used on the cover, could be plastic, like a metal, plastic ones also paint and use the color they want",0,1,0,1,0,0,0,0,0,2,25
CB,NFB_CB_15,artifactNFC,laptop,it gives people a variety to choose from,0,0,0,0,1,0,0,0,0,1,8
CB,NFB_CB_16,artifactNFC,laptop,"that's how they're branded, like the companies make them those colors, that's the colors people want",0,0,0,0,1,1,0,0,0,2,16
CB,NFB_CB_18,artifactNFC,laptop,"to give them different look, maybe a person's preference in colors",0,0,0,0,1,0,0,0,0,1,11
CB,NFB_CB_13,artifactNFC,laptop,becausehow they are designed,1,0,0,0,0,0,0,0,0,1,4
CB,NFB_CB_11,artifactNFC,laptop,manufacturing purposes and advertisement ,0,0,0,0,1,0,0,0,0,1,4
CB,NFB_CB_10,artifactNFC,laptop,because of the material that they're made of,0,0,0,1,0,0,0,0,0,1,8
CB,NFB_CB_24,artifactNFC,laptop,"the outisde is for aesthetics, the screen has to optimize visual usage you know, and the keyboard also has to be visually useful for a lot of people",0,0,0,0,1,0,1,0,0,2,28
CB,NFB_CB_08,artifactNFC,laptop,"sometimes associated with the brand, hypotehtically, if apple laptop, red like an apple, most laptops netural, but netural so you could put a decorate shell on it that's more coloreful",0,0,0,0,0,1,0,1,0,2,30
CB,NFB_CB_04,artifactNFC,laptop,because of how it's made,1,0,0,0,0,0,0,0,0,1,5
CB,NFB_CB_26,artifactNFC,pen,because the pen is usually the same color as the ink and pens are meant to have ink in them that writes something in a certain color,0,0,0,1,0,0,0,0,0,1,27
CB,NFB_CB_14,artifactNFC,pen,"maybe on outisde, attractiveness purposes, but the colors that you write with are standard for writing purposes, for uniformity or to be distinct, black easy to see on paper, red for highlight, serve a purpose",0,0,0,0,1,0,1,1,0,3,35
CB,NFB_CB_17,artifactNFC,pen,people want them to ,0,0,0,0,1,0,0,0,0,1,4
CB,NFB_CB_12,artifactNFC,pen,for variety in the way that we write,0,0,0,0,1,0,0,0,0,1,8
CB,NFB_CB_23,artifactNFC,pen,"pens are boring, they're just one single boring color",0,0,1,0,0,0,0,0,0,1,9
CB,NFB_CB_09,artifactNFC,pen,"they're mostly blue it has to do with the kin of writing you're doing, a nice neutral kind of writing like a memo or a business letter (which most of the times you don't handwrite them, you would use a printer) you would want it to be fairly neutral, unless you're really angry and sending a really angry message you would have a red pen that would signify the person is really P.O.'d at us and took the time to write with a red pen, it has to with the kind of message, if it's something like dear brianna thank you for joining our organization please email us at ___________ OR it this is so and so collection agency it has come to our attention that brianna has been delinquent on her college loans and the interest is climbing daily I would imagine that the second is telling you this is meant to grab your attention you need to act that would be the red pen",0,1,0,0,1,0,0,1,0,3,165
CB,NFB_CB_07,artifactNFC,pen,different colors for writing,0,0,0,0,1,0,0,0,0,1,4
CB,NFB_CB_06,artifactNFC,pen,the way the ink is,0,0,1,0,0,0,0,0,0,1,5
